loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,purpose,dti,bad_loans
30000, 60 months,20.5,E,6 years,MORTGAGE,105000.0,major_purchase,24.15,1
24000, 60 months,22.45,F,1 year,MORTGAGE,62000.0,debt_consolidation,15.25,1
33000, 60 months,19.72,D,10+ years,RENT,125000.0,credit_card,12.8,1
10600, 36 months,14.16,C,2 years,RENT,75000.0,debt_consolidation,9.7,1
35000, 60 months,16.24,C,10+ years,MORTGAGE,80000.0,credit_card,19.59,1
8875, 36 months,16.29,C,6 years,RENT,31304.0,credit_card,31.7,1
12000, 36 months,15.31,C,10+ years,RENT,41500.0,debt_consolidation,16.34,1
6200, 36 months,12.85,B,7 years,MORTGAGE,63908.0,credit_card,14.22,0
12000, 36 months,13.98,C,2 years,RENT,42000.0,credit_card,17.89,1
2875, 36 months,15.61,C,7 years,RENT,50000.0,debt_consolidation,17.09,0
25000, 36 months,6.03,A,7 years,MORTGAGE,108000.0,debt_consolidation,19.09,0
8000, 36 months,9.67,B,10+ years,MORTGAGE,41000.0,debt_consolidation,3.25,0
20000, 36 months,12.99,B,10+ years,MORTGAGE,110000.0,debt_consolidation,10.93,0
12375, 36 months,15.8,C,8 years,MORTGAGE,48000.0,debt_consolidation,23.13,1
25450, 60 months,19.72,D,1 year,RENT,57000.0,debt_consolidation,1.58,1
30000, 60 months,21.99,E,1 year,OWN,94000.0,home_improvement,16.11,1
15000, 36 months,15.81,C,10+ years,RENT,50000.0,debt_consolidation,20.06,1
16000, 36 months,16.29,C,10+ years,MORTGAGE,200000.0,small_business,6.94,1
2400, 36 months,12.12,B,1 year,RENT,48000.0,debt_consolidation,5.93,1
10000, 36 months,15.8,C,2 years,MORTGAGE,51500.0,debt_consolidation,8.25,1
12300, 36 months,15.61,C,7 years,MORTGAGE,80000.0,home_improvement,12.44,0
17050, 36 months,12.85,B,6 years,MORTGAGE,53479.0,debt_consolidation,23.43,0
14000, 36 months,17.77,D,10+ years,RENT,117500.0,credit_card,11.6,1
21500, 36 months,16.59,D,1 year,MORTGAGE,49000.0,home_improvement,6.27,0
4000, 36 months,21.18,E,4 years,RENT,37750.0,moving,10.81,1
12000, 60 months,21.99,E,10+ years,RENT,65000.0,debt_consolidation,33.01,1
14000, 36 months,10.99,B,10+ years,MORTGAGE,198000.0,home_improvement,11.47,0
12000, 36 months,9.76,B,10+ years,MORTGAGE,55000.0,debt_consolidation,12.72,1
8400, 36 months,8.9,A,6 years,RENT,66000.0,credit_card,12.58,0
2500, 36 months,10.99,B,5 years,MORTGAGE,60000.0,other,3.48,0
7000, 36 months,18.24,D,10+ years,MORTGAGE,60000.0,debt_consolidation,20.06,0
5800, 36 months,15.61,C,10+ years,MORTGAGE,45000.0,debt_consolidation,12.64,0
15000, 36 months,8.9,A,10+ years,MORTGAGE,133000.0,debt_consolidation,22.69,1
35000, 36 months,9.67,B,3 years,RENT,160000.0,debt_consolidation,12.81,0
11625, 36 months,15.31,C,6 years,RENT,33600.0,car,23.55,1
6400, 36 months,7.69,A,10+ years,MORTGAGE,65000.0,debt_consolidation,9.62,0
20000, 60 months,16.29,D,7 years,MORTGAGE,180000.0,car,5.59,1
4000, 36 months,12.49,B,1 year,RENT,41000.0,credit_card,26.32,1
20000, 36 months,12.12,B,9 years,RENT,50000.0,debt_consolidation,30.29,1
18000, 36 months,14.47,C,10+ years,RENT,62000.0,credit_card,31.15,0
16000, 60 months,19.22,D,2 years,MORTGAGE,72000.0,debt_consolidation,11.55,1
34475, 60 months,20.99,E,8 years,MORTGAGE,75000.0,debt_consolidation,23.46,1
20300, 60 months,13.11,B,< 1 year,MORTGAGE,161200.0,debt_consolidation,28.9,1
22000, 36 months,11.67,B,7 years,RENT,101000.0,credit_card,7.97,0
11650, 60 months,12.85,B,6 years,MORTGAGE,47000.0,credit_card,16.88,0
31175, 36 months,12.99,B,10+ years,RENT,71000.0,major_purchase,16.9,0
17175, 60 months,15.8,C,10+ years,OWN,63800.0,home_improvement,12.43,1
2700, 36 months,15.31,C,10+ years,OWN,55000.0,home_improvement,24.29,0
16000, 36 months,15.61,C,5 years,RENT,53000.0,credit_card,20.34,0
10000, 36 months,18.49,D,1 year,RENT,40000.0,debt_consolidation,21.3,1
12375, 36 months,14.09,B,6 years,OTHER,36000.0,credit_card,18.53,1
10000, 36 months,17.99,D,2 years,RENT,30000.0,debt_consolidation,12.56,1
35000, 36 months,15.31,C,10+ years,MORTGAGE,84000.0,debt_consolidation,11.51,0
10000, 36 months,7.9,A,2 years,MORTGAGE,135000.0,home_improvement,17.84,0
5000, 36 months,11.67,B,10+ years,RENT,76000.0,debt_consolidation,13.74,0
5500, 36 months,14.16,C,9 years,MORTGAGE,105000.0,wedding,21.88,0
24475, 60 months,22.15,E,7 years,MORTGAGE,80000.0,debt_consolidation,8.43,0
25000, 60 months,13.98,C,9 years,MORTGAGE,80000.0,debt_consolidation,7.76,0
4000, 36 months,15.31,C,7 years,RENT,30000.0,other,15.28,1
10200, 60 months,18.25,D,7 years,MORTGAGE,55000.0,debt_consolidation,28.8,1
15000, 36 months,6.49,A,9 years,RENT,305000.0,credit_card,3.86,0
6250, 36 months,14.09,B,7 years,RENT,32500.0,debt_consolidation,28.39,1
17000, 36 months,19.97,D,4 years,RENT,59664.0,debt_consolidation,13.62,0
5225, 36 months,21.99,E,7 years,MORTGAGE,40000.0,debt_consolidation,29.13,0
15000, 36 months,12.12,B,7 years,RENT,65000.0,credit_card,6.64,1
16000, 60 months,21.97,E,2 years,RENT,32359.0,debt_consolidation,16.43,1
12000, 36 months,8.9,A,3 years,MORTGAGE,50000.0,credit_card,22.78,0
2400, 36 months,12.49,B,< 1 year,RENT,43000.0,other,27.3,0
4000, 36 months,20.49,E,10+ years,RENT,52000.0,other,27.74,0
28000, 60 months,13.65,C,6 years,MORTGAGE,132990.0,debt_consolidation,9.49,0
12000, 60 months,17.57,D,10+ years,MORTGAGE,61000.0,debt_consolidation,23.18,0
18000, 36 months,13.67,B,5 years,MORTGAGE,51000.0,debt_consolidation,14.87,1
10200, 60 months,24.5,F,10+ years,RENT,98000.0,debt_consolidation,6.22,0
12000, 36 months,12.99,B,3 years,MORTGAGE,75000.0,debt_consolidation,8.08,0
16500, 36 months,15.61,D,< 1 year,RENT,60000.0,debt_consolidation,20.28,0
25000, 60 months,20.49,E,6 years,RENT,73000.0,debt_consolidation,24.07,1
7000, 36 months,12.99,B,6 years,RENT,37899.0,debt_consolidation,14.88,0
13475, 36 months,18.92,D,2 years,RENT,120000.0,other,12.5,0
10725, 36 months,17.57,D,10+ years,RENT,30000.0,debt_consolidation,10.2,0
16000, 36 months,12.49,B,5 years,MORTGAGE,72000.0,debt_consolidation,21.43,0
35000, 60 months,21.48,E,3 years,MORTGAGE,80000.0,debt_consolidation,16.35,1
11700, 36 months,14.64,C,5 years,MORTGAGE,80000.0,home_improvement,19.8,0
14400, 60 months,9.67,B,< 1 year,RENT,100000.0,credit_card,11.9,0
17625, 60 months,20.99,E,1 year,RENT,45000.0,debt_consolidation,23.79,1
1750, 36 months,14.64,C,10+ years,MORTGAGE,74880.0,debt_consolidation,14.66,0
12800, 36 months,14.47,C,7 years,MORTGAGE,70000.0,credit_card,15.38,0
6000, 36 months,8.9,A,9 years,MORTGAGE,67000.0,credit_card,24.16,0
13000, 36 months,11.99,B,4 years,RENT,60000.0,credit_card,14.72,0
28000, 36 months,8.9,A,5 years,MORTGAGE,140000.0,credit_card,18.45,0
16000, 36 months,19.99,E,8 years,MORTGAGE,176000.0,home_improvement,12.5,0
8000, 36 months,10.99,B,< 1 year,RENT,29000.0,debt_consolidation,20.7,0
12375, 36 months,15.31,C,10+ years,RENT,50000.0,other,17.26,1
18500, 36 months,13.11,B,6 years,RENT,64000.0,major_purchase,13.65,1
3000, 36 months,12.49,B,10+ years,MORTGAGE,94700.0,debt_consolidation,22.34,0
5550, 36 months,11.99,B,< 1 year,OWN,50000.0,debt_consolidation,14.43,0
23075, 60 months,18.25,D,8 years,MORTGAGE,55000.0,debt_consolidation,20.62,1
11000, 36 months,13.35,C,10+ years,OWN,90000.0,debt_consolidation,16.19,0
20000, 60 months,19.91,E,4 years,RENT,54996.0,debt_consolidation,13.75,1
12650, 60 months,13.99,C,6 years,MORTGAGE,48000.0,debt_consolidation,20.18,1
6000, 36 months,16.29,C,3 years,RENT,50000.0,credit_card,12.1,1
21975, 60 months,20.49,E,6 years,MORTGAGE,55000.0,debt_consolidation,16.41,0
9450, 36 months,14.99,C,< 1 year,RENT,22500.0,debt_consolidation,25.17,1
2650, 36 months,23.43,F,8 years,RENT,55000.0,car,9.16,0
35000, 60 months,21.97,E,10+ years,MORTGAGE,105000.0,home_improvement,5.52,1
9000, 36 months,7.62,A,10+ years,MORTGAGE,108000.0,home_improvement,18.81,0
20000, 36 months,18.75,D,< 1 year,RENT,76000.0,debt_consolidation,10.22,1
21000, 60 months,18.75,D,7 years,MORTGAGE,100000.0,debt_consolidation,12.91,1
25000, 60 months,18.25,D,10+ years,MORTGAGE,72000.0,other,11.01,1
3900, 36 months,14.64,C,10+ years,OWN,70000.0,debt_consolidation,16.1,0
20000, 36 months,6.62,A,7 years,MORTGAGE,65000.0,credit_card,11.48,0
14825, 36 months,6.62,A,10+ years,OWN,29000.0,major_purchase,17.26,1
30000, 60 months,19.72,D,10+ years,MORTGAGE,83500.0,debt_consolidation,17.5,1
20500, 60 months,15.8,C,10+ years,MORTGAGE,60000.0,debt_consolidation,12.68,1
30000, 60 months,23.26,F,10+ years,MORTGAGE,92000.0,debt_consolidation,12.23,1
3000, 36 months,10.99,B,10+ years,MORTGAGE,90000.0,debt_consolidation,23.0,1
8000, 36 months,11.99,B,10+ years,RENT,48000.0,debt_consolidation,8.63,0
12000, 60 months,13.65,C,10+ years,MORTGAGE,43000.0,home_improvement,16.3,0
20000, 36 months,14.16,C,10+ years,MORTGAGE,67000.0,credit_card,29.68,0
5000, 36 months,12.12,B,5 years,RENT,90000.0,credit_card,6.75,1
12075, 60 months,19.97,D,< 1 year,MORTGAGE,55000.0,debt_consolidation,30.55,0
8000, 36 months,15.31,C,8 years,MORTGAGE,58000.0,debt_consolidation,13.47,0
33950, 36 months,19.22,D,10+ years,MORTGAGE,105000.0,debt_consolidation,26.83,1
3500, 36 months,20.99,E,2 years,RENT,60000.0,other,17.32,0
2500, 36 months,19.05,D,5 years,RENT,93730.0,medical,17.67,1
16000, 60 months,12.85,B,8 years,MORTGAGE,95000.0,debt_consolidation,17.01,0
5000, 36 months,12.12,B,8 years,RENT,26000.0,home_improvement,23.58,1
14000, 36 months,13.99,C,2 years,RENT,70000.0,credit_card,13.01,1
5800, 36 months,12.12,B,< 1 year,RENT,20000.0,debt_consolidation,3.66,1
25000, 60 months,16.24,C,1 year,MORTGAGE,120000.0,major_purchase,11.31,0
12375, 36 months,14.33,C,< 1 year,RENT,41500.0,debt_consolidation,10.96,1
14300, 60 months,20.2,E,7 years,RENT,110000.0,credit_card,4.39,1
1500, 36 months,13.65,C,1 year,RENT,29000.0,moving,12.67,1
20000, 36 months,11.99,B,10+ years,RENT,101500.0,debt_consolidation,13.75,0
10000, 36 months,13.11,B,3 years,RENT,51500.0,debt_consolidation,34.09,1
10000, 36 months,13.11,B,10+ years,RENT,56000.0,car,13.16,1
15000, 60 months,15.61,C,6 years,MORTGAGE,36000.0,debt_consolidation,13.9,0
8975, 36 months,22.4,E,10+ years,MORTGAGE,125000.0,debt_consolidation,7.81,1
29175, 60 months,21.0,E,4 years,RENT,150000.0,credit_card,8.83,1
29700, 36 months,12.12,B,10+ years,MORTGAGE,66500.0,debt_consolidation,28.51,1
20600, 60 months,14.27,C,6 years,MORTGAGE,210000.0,credit_card,8.83,1
30000, 60 months,12.99,C,4 years,MORTGAGE,162000.0,home_improvement,4.99,0
19000, 60 months,18.49,D,5 years,MORTGAGE,45000.0,debt_consolidation,20.38,1
7000, 36 months,6.03,A,1 year,OWN,65000.0,debt_consolidation,8.3,0
8000, 36 months,17.57,D,10+ years,RENT,75000.0,debt_consolidation,34.11,0
3600, 36 months,16.29,D,6 years,RENT,32000.0,medical,24.04,1
18500, 36 months,11.14,B,10+ years,MORTGAGE,88000.0,debt_consolidation,12.83,1
22000, 36 months,9.91,B,5 years,OWN,77000.0,debt_consolidation,23.31,1
24000, 60 months,16.59,D,10+ years,MORTGAGE,100000.0,debt_consolidation,16.67,0
5000, 36 months,19.22,D,10+ years,RENT,42768.0,car,9.88,0
19075, 60 months,23.28,F,10+ years,OWN,43000.0,debt_consolidation,18.5,1
3000, 36 months,21.48,E,10+ years,RENT,48000.0,medical,25.1,1
3000, 36 months,18.75,D,1 year,RENT,30000.0,debt_consolidation,12.64,1
9525, 36 months,15.61,C,10+ years,MORTGAGE,65000.0,debt_consolidation,21.59,0
9300, 36 months,6.62,A,10+ years,MORTGAGE,51380.0,small_business,7.35,1
18825, 60 months,24.08,F,5 years,OWN,64701.0,debt_consolidation,19.29,0
22000, 60 months,18.55,D,10+ years,MORTGAGE,47000.0,debt_consolidation,14.7,1
25000, 36 months,21.49,E,9 years,RENT,88000.0,debt_consolidation,18.41,1
9500, 36 months,9.67,B,3 years,MORTGAGE,87620.0,credit_card,27.41,0
35000, 60 months,24.99,F,10+ years,RENT,105000.0,other,26.46,0
14400, 36 months,10.65,B,6 years,OWN,39500.0,credit_card,14.62,1
4800, 60 months,19.42,E,< 1 year,RENT,45760.0,debt_consolidation,4.67,1
10000, 60 months,18.24,D,4 years,MORTGAGE,95000.0,home_improvement,10.39,0
24500, 60 months,16.29,D,3 years,MORTGAGE,130000.0,debt_consolidation,22.76,0
21000, 36 months,6.62,A,10+ years,RENT,92000.0,credit_card,14.79,0
30000, 36 months,9.67,B,10+ years,OWN,115000.0,debt_consolidation,8.54,0
6300, 36 months,17.27,C,5 years,RENT,25000.0,credit_card,32.11,1
5000, 36 months,15.31,C,10+ years,MORTGAGE,180000.0,vacation,15.7,0
14000, 36 months,12.99,C,5 years,RENT,52320.0,debt_consolidation,23.46,0
25000, 36 months,22.47,E,5 years,RENT,84480.0,debt_consolidation,32.76,1
5000, 36 months,13.65,C,7 years,MORTGAGE,75000.0,debt_consolidation,10.82,0
10175, 36 months,17.27,C,5 years,OWN,60000.0,debt_consolidation,18.29,1
3000, 36 months,15.61,C,9 years,RENT,33000.0,debt_consolidation,14.47,0
35000, 60 months,21.98,E,10+ years,MORTGAGE,148000.0,debt_consolidation,24.63,1
17225, 60 months,21.99,E,3 years,RENT,48000.0,debt_consolidation,33.75,0
15000, 36 months,13.67,B,10+ years,RENT,57000.0,debt_consolidation,14.93,1
3650, 36 months,12.99,B,10+ years,RENT,80000.0,debt_consolidation,14.91,0
15000, 60 months,20.2,E,10+ years,MORTGAGE,104000.0,debt_consolidation,13.0,1
10000, 36 months,13.11,B,< 1 year,RENT,40000.0,debt_consolidation,31.86,1
35000, 36 months,12.49,B,3 years,OWN,100000.0,credit_card,16.97,0
20000, 60 months,16.29,C,10+ years,MORTGAGE,85000.0,debt_consolidation,17.72,1
16000, 36 months,13.11,B,2 years,MORTGAGE,62000.0,debt_consolidation,18.7,1
21000, 60 months,14.47,C,10+ years,MORTGAGE,75000.0,credit_card,19.71,0
21000, 60 months,16.59,D,10+ years,MORTGAGE,95000.0,debt_consolidation,26.04,1
9100, 36 months,14.16,C,3 years,MORTGAGE,50000.0,debt_consolidation,30.48,0
5300, 36 months,9.17,B,9 years,RENT,38000.0,debt_consolidation,15.82,0
20000, 60 months,15.81,C,10+ years,OWN,50000.0,debt_consolidation,23.26,1
25000, 36 months,14.99,C,8 years,MORTGAGE,130000.0,debt_consolidation,12.04,1
11400, 36 months,9.76,B,1 year,RENT,29000.0,debt_consolidation,17.82,1
21625, 60 months,14.33,C,10+ years,RENT,56498.0,debt_consolidation,19.01,1
10000, 60 months,15.31,C,10+ years,RENT,52000.0,debt_consolidation,19.92,1
8000, 36 months,19.99,E,10+ years,MORTGAGE,55000.0,debt_consolidation,24.33,0
12000, 60 months,17.57,D,10+ years,MORTGAGE,120000.0,debt_consolidation,10.17,0
28000, 36 months,9.67,B,< 1 year,MORTGAGE,411996.0,home_improvement,8.2,0
12000, 36 months,13.98,C,3 years,MORTGAGE,52000.0,home_improvement,3.58,0
31300, 36 months,21.0,E,< 1 year,MORTGAGE,70000.0,credit_card,22.19,1
10000, 36 months,15.61,C,10+ years,MORTGAGE,54000.0,debt_consolidation,28.27,1
5000, 36 months,14.65,C,1 year,MORTGAGE,37000.0,debt_consolidation,24.26,1
16000, 36 months,10.99,B,9 years,MORTGAGE,87000.0,moving,12.23,0
24000, 36 months,14.47,C,10+ years,RENT,110000.0,debt_consolidation,25.9,1
28000, 36 months,13.65,C,5 years,RENT,80000.0,debt_consolidation,10.76,1
13600, 36 months,10.99,B,2 years,RENT,65000.0,debt_consolidation,12.48,0
25450, 36 months,20.49,E,4 years,RENT,64000.0,debt_consolidation,11.78,1
3000, 36 months,15.31,C,10+ years,MORTGAGE,69000.0,car,8.68,1
21000, 60 months,16.29,C,2 years,MORTGAGE,62000.0,small_business,11.48,1
8675, 36 months,8.9,A,< 1 year,MORTGAGE,55000.0,debt_consolidation,21.75,1
12875, 36 months,13.65,C,2 years,MORTGAGE,48000.0,debt_consolidation,8.87,0
6025, 36 months,18.25,D,1 year,RENT,47000.0,major_purchase,9.09,0
2150, 36 months,15.31,C,9 years,RENT,44500.0,other,24.97,1
35000, 36 months,19.97,D,10+ years,MORTGAGE,211000.0,debt_consolidation,19.49,0
8500, 36 months,15.61,C,4 years,OWN,40800.0,home_improvement,5.26,0
10000, 36 months,7.9,A,2 years,RENT,40000.0,credit_card,21.15,0
6000, 36 months,13.67,B,2 years,RENT,41000.0,debt_consolidation,25.05,1
6400, 36 months,16.29,C,8 years,RENT,36240.0,other,8.54,1
8000, 36 months,10.16,B,10+ years,RENT,41000.0,debt_consolidation,17.68,1
15000, 36 months,9.67,B,10+ years,MORTGAGE,148000.0,debt_consolidation,18.78,1
8000, 36 months,7.62,A,10+ years,RENT,60500.0,debt_consolidation,7.1,1
15475, 60 months,25.99,G,2 years,RENT,80000.0,medical,8.78,0
10000, 36 months,13.98,C,1 year,RENT,30000.0,debt_consolidation,19.52,0
15000, 36 months,15.8,C,1 year,RENT,60000.0,debt_consolidation,14.62,1
4750, 36 months,18.25,D,7 years,MORTGAGE,55000.0,debt_consolidation,10.23,0
9000, 36 months,7.62,A,4 years,MORTGAGE,125000.0,debt_consolidation,16.09,0
1500, 36 months,19.52,E,10+ years,RENT,25000.0,other,24.92,1
27575, 36 months,15.8,C,3 years,MORTGAGE,62000.0,debt_consolidation,20.05,1
7000, 36 months,16.59,D,10+ years,MORTGAGE,135000.0,other,13.67,0
28000, 36 months,12.99,B,3 years,RENT,90000.0,credit_card,10.88,0
6850, 36 months,13.11,B,3 years,RENT,34000.0,credit_card,21.29,1
8500, 36 months,14.16,C,10+ years,MORTGAGE,97000.0,debt_consolidation,17.88,0
5000, 36 months,13.11,B,10+ years,RENT,61000.0,credit_card,14.95,1
7200, 36 months,11.99,B,9 years,MORTGAGE,38000.0,debt_consolidation,17.18,0
12000, 36 months,7.69,A,< 1 year,RENT,53000.0,debt_consolidation,25.62,0
8500, 36 months,13.11,B,2 years,MORTGAGE,60000.0,vacation,19.66,1
24000, 36 months,7.62,A,10+ years,MORTGAGE,185000.0,debt_consolidation,15.31,0
22850, 60 months,15.81,C,< 1 year,RENT,55000.0,debt_consolidation,11.89,1
5600, 36 months,16.29,D,5 years,OWN,42000.0,debt_consolidation,6.09,0
8000, 36 months,7.9,A,3 years,RENT,49000.0,credit_card,15.45,0
13200, 60 months,24.5,F,6 years,MORTGAGE,78000.0,medical,23.57,0
6925, 60 months,20.99,E,4 years,MORTGAGE,35000.0,debt_consolidation,14.02,1
14700, 36 months,11.99,B,4 years,RENT,138000.0,credit_card,19.04,0
7925, 36 months,7.62,A,1 year,MORTGAGE,39780.0,credit_card,25.34,0
18000, 36 months,11.67,B,4 years,MORTGAGE,80000.0,debt_consolidation,15.74,0
7325, 36 months,22.15,E,8 years,OWN,23000.0,house,24.43,0
3850, 36 months,14.49,C,< 1 year,RENT,25200.0,debt_consolidation,21.62,0
15850, 36 months,8.9,A,1 year,MORTGAGE,150000.0,small_business,16.91,1
3825, 36 months,19.22,D,6 years,RENT,26632.0,debt_consolidation,34.25,1
6200, 36 months,17.27,C,10+ years,OWN,50000.0,debt_consolidation,10.66,1
25000, 36 months,17.57,D,5 years,OWN,81400.0,debt_consolidation,18.23,1
5600, 36 months,16.59,D,2 years,RENT,37100.0,credit_card,11.94,0
20000, 60 months,19.72,D,2 years,RENT,78000.0,debt_consolidation,12.66,1
6000, 36 months,15.31,C,1 year,MORTGAGE,75000.0,debt_consolidation,10.83,0
15000, 36 months,16.29,C,10+ years,RENT,40000.0,debt_consolidation,32.7,1
6000, 36 months,13.98,C,10+ years,RENT,63000.0,moving,8.95,0
12000, 60 months,9.76,B,10+ years,RENT,40000.0,debt_consolidation,7.35,1
5600, 36 months,14.16,C,6 years,MORTGAGE,35500.0,debt_consolidation,21.94,1
1200, 36 months,12.85,B,6 years,MORTGAGE,106800.0,home_improvement,0.67,0
13500, 36 months,7.62,A,10+ years,RENT,65000.0,credit_card,17.52,0
12625, 60 months,18.25,D,10+ years,MORTGAGE,55000.0,debt_consolidation,9.25,0
4200, 36 months,7.9,A,4 years,OWN,25000.0,debt_consolidation,17.57,1
9450, 36 months,18.49,D,4 years,RENT,55000.0,credit_card,10.25,1
1500, 36 months,14.64,C,1 year,RENT,57500.0,medical,7.57,0
12250, 60 months,19.03,E,3 years,MORTGAGE,78600.0,debt_consolidation,23.18,1
15000, 36 months,12.49,B,3 years,RENT,112000.0,debt_consolidation,26.93,0
6600, 36 months,6.62,A,8 years,RENT,90000.0,other,17.99,0
15000, 36 months,7.69,A,10+ years,MORTGAGE,65000.0,debt_consolidation,17.15,0
10000, 36 months,13.11,B,10+ years,RENT,64000.0,moving,17.91,1
23750, 60 months,16.29,C,10+ years,MORTGAGE,53121.0,debt_consolidation,21.44,1
5200, 36 months,8.39,A,< 1 year,RENT,46000.0,debt_consolidation,28.15,0
27300, 60 months,23.83,F,2 years,RENT,62000.0,debt_consolidation,14.67,1
15000, 36 months,19.05,D,10+ years,RENT,86250.0,debt_consolidation,17.32,1
2000, 36 months,17.27,C,< 1 year,RENT,30000.0,debt_consolidation,21.56,1
10000, 36 months,12.49,B,10+ years,RENT,60000.0,major_purchase,26.5,0
12000, 36 months,17.77,D,< 1 year,RENT,54901.0,debt_consolidation,22.32,1
25000, 36 months,15.61,C,1 year,MORTGAGE,100000.0,debt_consolidation,12.07,0
28500, 36 months,11.99,B,10+ years,MORTGAGE,240000.0,debt_consolidation,6.87,0
10000, 36 months,13.11,B,< 1 year,MORTGAGE,40000.0,credit_card,20.31,1
12000, 60 months,13.65,C,2 years,RENT,130000.0,debt_consolidation,5.6,0
16450, 36 months,14.99,C,5 years,RENT,49000.0,debt_consolidation,28.85,1
21000, 60 months,15.61,C,10+ years,MORTGAGE,89319.0,credit_card,16.65,0
24000, 60 months,19.99,E,7 years,MORTGAGE,97760.0,debt_consolidation,21.35,1
6850, 36 months,17.27,C,7 years,RENT,32281.0,debt_consolidation,9.74,1
30000, 60 months,23.76,F,10+ years,MORTGAGE,97000.0,credit_card,21.27,1
21500, 36 months,13.53,B,4 years,MORTGAGE,87000.0,debt_consolidation,16.31,0
8000, 60 months,15.61,C,6 years,RENT,55000.0,other,18.28,1
7200, 36 months,11.99,B,10+ years,RENT,61000.0,credit_card,8.91,0
13500, 36 months,12.12,B,4 years,RENT,60000.0,credit_card,17.34,1
2400, 36 months,18.75,D,7 years,RENT,55000.0,other,27.82,1
9450, 36 months,11.14,B,3 years,MORTGAGE,40000.0,debt_consolidation,23.97,1
15000, 36 months,15.8,C,1 year,RENT,65000.0,debt_consolidation,16.04,1
8000, 36 months,7.62,A,1 year,MORTGAGE,92000.0,debt_consolidation,17.26,0
